date,no1,no2,no3,no4,no5
2014-02-13 13:00:00,0.351222,1.136536,0.618962,0.346860,-0.552090
2014-02-13 14:00:00,-0.961147,-1.028799,1.479715,1.103693,0.522923
2014-02-13 15:00:00,-2.204887,2.302651,1.176535,0.526322,-1.066619
2014-02-13 16:00:00,1.482864,-1.611103,2.327255,-1.110165,-1.222716
2014-02-13 17:00:00,-1.186592,0.541558,-0.789804,1.191185,0.410176
2014-02-13 18:00:00,-0.113531,-0.193534,-0.956606,-1.338898,1.371893
2014-02-13 19:00:00,-0.149709,-3.171923,-1.490557,-1.816096,0.537581
2014-02-13 20:00:00,-0.826994,-0.200396,0.743485,0.458700,1.585382
2014-02-13 21:00:00,0.295063,-2.128716,0.902242,-0.125071,-1.316244
2014-02-13 22:00:00,0.295347,-0.416369,1.064313,-0.991888,0.832046
2014-02-13 23:00:00,-0.802363,0.003393,-0.444934,-1.743546,1.090166
2014-02-14 00:00:00,-1.749147,1.897238,0.682202,0.137242,-0.429334
2014-02-14 01:00:00,-0.169731,0.330201,1.207654,-0.095009,1.303855
2014-02-14 02:00:00,0.655250,-1.145909,-0.389278,0.175658,-0.115022
2014-02-14 03:00:00,0.478592,1.083765,-0.695182,-0.069043,0.536213
2014-02-14 04:00:00,-0.888607,-0.550726,0.428886,-1.231387,0.572640
2014-02-14 05:00:00,-0.561958,2.039708,-0.570688,0.375690,-0.489592
2014-02-14 06:00:00,-1.667603,0.637751,0.033103,-1.403961,-0.121668
2014-02-14 07:00:00,0.040019,1.859834,-1.211515,-0.057968,-1.874654
2014-02-14 08:00:00,-0.298578,1.132383,1.029797,-0.028071,-0.932421
2014-02-14 09:00:00,0.796704,-0.661959,-0.266140,0.919248,0.191737
2014-02-14 10:00:00,-0.577998,0.304133,1.921756,-0.826380,-1.301042
2014-02-14 11:00:00,-0.871363,-1.255702,-1.172136,-1.091971,1.167084
2014-02-14 12:00:00,-0.375865,-0.839598,0.140315,1.291320,0.566108
2014-02-14 13:00:00,2.226141,-0.691719,0.629286,-0.749776,1.109314
2014-02-14 14:00:00,-1.285427,-0.574721,-0.945760,-0.562446,1.632792
2014-02-14 15:00:00,-0.350802,-0.425067,0.489571,-1.196795,-1.264487
2014-02-14 16:00:00,0.661112,1.407157,0.129960,1.625718,0.562669
2014-02-14 17:00:00,2.095253,0.043761,1.455552,-1.820324,0.179118
2014-02-14 18:00:00,1.116735,-0.334740,0.089760,0.052753,-0.187757
2014-02-14 19:00:00,-1.829907,0.293873,-1.085442,-1.133341,-0.177657
2014-02-14 20:00:00,-0.213729,3.572612,0.587224,-1.096150,-0.310152
2014-02-14 21:00:00,0.009238,-1.019519,2.614111,0.595783,0.769250
2014-02-14 22:00:00,0.359058,-0.548806,-0.280220,1.076332,0.142000
2014-02-14 23:00:00,1.362739,0.611269,1.129267,0.406388,-0.097153
2014-02-15 00:00:00,-0.579374,1.584892,-0.325049,-0.952385,-1.220656
2014-02-15 01:00:00,-1.464862,-0.884633,0.338846,-1.456569,-1.322538
2014-02-15 02:00:00,-1.054352,1.138964,1.307050,-0.543864,0.620697
2014-02-15 03:00:00,-0.346666,-0.255718,-0.826017,-0.564989,0.325248
2014-02-15 04:00:00,-0.007576,-2.644271,1.021199,-1.053697,0.129415
2014-02-15 05:00:00,1.221845,1.729305,-1.008660,-0.666284,1.349432
2014-02-15 06:00:00,-1.031581,0.171674,0.389588,-0.186837,0.088429
2014-02-15 07:00:00,1.399975,2.024048,-1.090673,1.091177,-1.050477
2014-02-15 08:00:00,0.140455,0.824991,0.200762,0.797821,-2.454973
2014-02-15 09:00:00,-0.788867,0.328460,-0.977038,0.652816,2.680160
2014-02-15 10:00:00,-1.561673,0.169470,-2.189667,0.924787,0.770194
2014-02-15 11:00:00,-1.096484,-0.850186,1.008330,-0.051667,1.284345
2014-02-15 12:00:00,-0.257599,-0.161189,-0.271731,0.692046,0.654637
2014-02-15 13:00:00,-0.976547,-0.275909,-1.263523,-0.261100,1.045053
2014-02-15 14:00:00,-1.546641,-0.847874,-0.748278,1.565333,0.167716
2014-02-15 15:00:00,0.342692,-0.872705,-1.540851,-1.563178,-0.412377
2014-02-15 16:00:00,-0.150124,-1.953249,0.868612,-0.378238,0.865364
2014-02-15 17:00:00,0.137344,0.940260,1.071870,-0.840670,1.030439
2014-02-15 18:00:00,2.061236,-0.275596,-0.685654,-0.135653,0.859999
2014-02-15 19:00:00,0.134637,1.263164,-0.204488,1.020435,0.163874
2014-02-15 20:00:00,0.643936,-0.259124,0.070837,0.123544,0.221420
2014-02-15 21:00:00,-0.317314,-1.503050,0.686482,-1.264224,0.136597
2014-02-15 22:00:00,-1.177630,0.555802,0.887334,1.108300,0.059490
2014-02-15 23:00:00,1.178639,-0.706983,0.607882,-0.378855,-0.681614
2014-02-16 00:00:00,0.112064,-0.164197,0.640142,-1.227510,0.443818
2014-02-16 01:00:00,-0.332978,-0.434437,0.378743,-1.920030,0.545888
2014-02-16 02:00:00,0.680238,-1.051873,0.901350,0.291306,-1.117053
2014-02-16 03:00:00,-0.746968,1.376312,1.149774,1.726301,-0.825278
2014-02-16 04:00:00,-0.594090,-1.318140,0.937157,1.077691,-0.912630
2014-02-16 05:00:00,0.478758,-0.260332,-0.572465,-2.090752,-0.279286
2014-02-16 06:00:00,-1.502846,0.192486,0.568757,-0.368598,-0.194828
2014-02-16 07:00:00,-0.510956,0.911680,-1.418953,-1.385856,0.200494
2014-02-16 08:00:00,-0.932773,-0.547925,-0.146550,0.543620,-0.579569
2014-02-16 09:00:00,0.942255,0.178739,0.964688,0.439453,0.788062
2014-02-16 10:00:00,-1.541707,0.171919,1.129671,1.460149,0.178734
2014-02-16 11:00:00,-0.980221,-1.012513,-0.920206,-0.835723,-0.115090
2014-02-16 12:00:00,0.860935,1.136100,2.098444,-0.059324,0.776243
2014-02-16 13:00:00,-1.301324,0.388343,-0.201546,1.286628,0.512456
2014-02-16 14:00:00,-0.319838,1.231131,1.402353,-0.846001,-1.396183
2014-02-16 15:00:00,-0.917821,0.574800,-1.675515,1.907518,0.494691
2014-02-16 16:00:00,-0.501373,-1.428452,0.309207,-0.345856,-0.322123
2014-02-16 17:00:00,0.683391,-0.306595,0.029242,-0.519318,-1.086477
2014-02-16 18:00:00,-0.899206,-0.147873,-1.667960,-0.381007,-0.813047
2014-02-16 19:00:00,-2.373920,-0.819526,-1.548475,-0.775963,-0.464199
2014-02-16 20:00:00,0.753292,0.425266,1.098804,-0.860456,-0.183932
2014-02-16 21:00:00,0.049395,0.409199,-1.783984,-0.350013,0.149396
2014-02-16 22:00:00,-0.103673,-0.669041,1.580749,0.788331,0.647686
2014-02-16 23:00:00,-1.348242,0.371877,0.658780,-1.439608,0.723462
2014-02-17 00:00:00,-1.008840,1.577384,-1.232094,-2.140874,-3.010822
2014-02-17 01:00:00,-0.390274,1.354816,1.108780,-0.130919,-0.611064
2014-02-17 02:00:00,1.225173,0.046459,0.562405,0.681893,0.246972
2014-02-17 03:00:00,0.874024,2.295388,1.586042,2.592478,-0.048223
2014-02-17 04:00:00,0.032913,0.397241,1.704026,0.766801,1.387943
2014-02-17 05:00:00,0.276016,1.532541,0.017128,0.733213,1.111161
2014-02-17 06:00:00,0.490546,-1.493956,1.118913,1.575401,-0.494211
2014-02-17 07:00:00,-0.599685,1.272473,-0.268465,0.099335,0.148622
2014-02-17 08:00:00,0.240873,1.895897,-0.311191,0.777980,0.923433
2014-02-17 09:00:00,0.187596,0.501173,0.446069,-0.093338,-1.061433
2014-02-17 10:00:00,-2.336502,0.172764,0.125203,1.663059,0.066473
2014-02-17 11:00:00,-0.404172,0.313254,-0.022427,-0.041708,-0.618446
2014-02-17 12:00:00,0.172317,-1.395787,0.900535,0.267411,-0.539552
2014-02-17 13:00:00,0.233302,-0.077333,0.338508,0.534484,0.440951
2014-02-17 14:00:00,-0.619381,0.800284,-0.587142,0.781923,-0.750396
2014-02-17 15:00:00,-0.015910,0.706608,-0.354446,1.791141,-0.422192
2014-02-17 16:00:00,-0.316917,1.059482,-0.996388,0.777396,-0.317564
2014-02-17 17:00:00,0.253879,-0.486021,-1.084139,0.587273,0.225860
2014-02-17 18:00:00,-1.438648,-0.744016,-1.081006,0.065510,-0.355534
2014-02-17 19:00:00,1.442129,-0.629655,-0.464190,0.684703,-1.040816
2014-02-17 20:00:00,-1.180540,-0.975937,1.873220,1.565919,-0.247248
2014-02-17 21:00:00,-0.006952,1.312760,-0.602193,-0.617150,-1.323255
2014-02-17 22:00:00,-1.271932,-0.722175,2.128652,-1.027461,-1.665194
2014-02-17 23:00:00,0.597365,0.005759,0.986596,0.829355,0.148387
2014-02-18 00:00:00,-0.733774,0.054504,0.779129,-0.663756,0.160948
2014-02-18 01:00:00,-1.429987,-0.971395,0.342280,-0.044795,0.107463
2014-02-18 02:00:00,0.585150,-0.494268,0.996387,0.908694,0.068671
2014-02-18 03:00:00,1.197906,-0.639194,1.047611,0.527976,-1.005236
2014-02-18 04:00:00,0.685825,1.084608,-1.019247,1.410410,-0.907708
2014-02-18 05:00:00,0.119655,0.319261,-0.412803,-1.726756,0.324071
2014-02-18 06:00:00,-0.655372,0.843747,0.715227,0.238524,0.630566
2014-02-18 07:00:00,1.236497,0.144566,1.222757,-0.343959,0.675964
2014-02-18 08:00:00,0.977082,1.797281,0.196782,-1.152472,0.532655
2014-02-18 09:00:00,-0.008070,-1.152746,0.186281,-1.484385,-0.122203
2014-02-18 10:00:00,0.100391,-0.202434,0.845628,-0.272133,0.398041
2014-02-18 11:00:00,1.839146,-0.442326,0.139549,0.254864,0.834786
2014-02-18 12:00:00,-0.695868,-1.082928,-0.000487,1.110232,0.531739
2014-02-18 13:00:00,1.327484,-0.117305,-0.941671,-0.657645,-0.661651
2014-02-18 14:00:00,-2.040837,0.779444,0.057497,-0.588702,0.662020
2014-02-18 15:00:00,0.670311,-0.549363,0.942419,1.112934,-0.344446
2014-02-18 16:00:00,0.285570,0.843608,-1.025925,-0.356594,0.130454
2014-02-18 17:00:00,-0.814042,1.853439,1.140887,1.217035,0.799899
2014-02-18 18:00:00,-0.084245,-1.596536,-1.403922,-0.186059,-1.485438
2014-02-18 19:00:00,-0.588943,1.310898,2.130272,0.366817,0.223335
2014-02-18 20:00:00,0.077530,-0.552552,0.423637,1.205732,-0.683243
2014-02-18 21:00:00,1.014192,0.712393,-0.353396,-0.193816,0.099701
2014-02-18 22:00:00,-1.102421,-1.870907,-0.709556,0.046077,-0.299329
2014-02-18 23:00:00,0.726149,-0.809808,0.554227,-0.689342,-1.810194
2014-02-19 00:00:00,0.044474,0.167442,-0.601646,-0.674352,0.235748
2014-02-19 01:00:00,0.201318,-1.340157,-1.243304,0.323988,2.043354
2014-02-19 02:00:00,-0.453875,-0.733861,0.077587,-0.163410,-3.020193
2014-02-19 03:00:00,1.624694,-0.428979,1.834500,1.741938,0.140601
2014-02-19 04:00:00,-0.192870,-0.290299,-0.187267,1.768165,-1.530122
2014-02-19 05:00:00,0.514224,0.237007,-1.443852,1.448945,0.098342
2014-02-19 06:00:00,-0.210059,-1.230227,-0.494357,0.442811,0.057805
2014-02-19 07:00:00,-0.524462,1.572229,0.659584,-1.511759,-2.303593
2014-02-19 08:00:00,0.228841,-2.250954,1.147885,-1.451184,0.938997
2014-02-19 09:00:00,-1.518600,1.295210,-0.039037,1.398058,1.074386
2014-02-19 10:00:00,0.200918,-0.279718,0.127434,0.582506,0.274867
2014-02-19 11:00:00,-1.354847,1.225556,0.767896,1.007069,-0.691717
2014-02-19 12:00:00,1.751875,0.008638,1.010041,-0.055697,-1.366316
2014-02-19 13:00:00,-0.262638,0.977208,0.612885,0.193009,-1.149509
2014-02-19 14:00:00,0.324907,0.435776,0.705676,-1.112112,0.990811
2014-02-19 15:00:00,-1.173302,0.516883,-0.355484,0.540707,-1.317141
2014-02-19 16:00:00,-1.191299,0.009787,1.863644,0.028094,-0.518793
2014-02-19 17:00:00,0.646700,0.634422,-0.633264,-1.270087,-0.689343
2014-02-19 18:00:00,-0.932103,0.887671,-0.649563,-1.116546,0.364026
2014-02-19 19:00:00,-0.745743,-0.364318,0.400665,-0.352517,0.232189
2014-02-19 20:00:00,-0.177996,1.416185,-0.328421,-1.047517,-0.999919
2014-02-19 21:00:00,0.936799,-0.230431,-1.650982,-1.597780,-0.354646
2014-02-19 22:00:00,-0.045353,-1.207435,-1.293266,-1.072426,0.566111
2014-02-19 23:00:00,-1.043370,0.559898,0.946094,0.424280,0.831587
2014-02-20 00:00:00,1.440400,0.159137,0.179765,2.130060,0.185694
2014-02-20 01:00:00,0.304014,-1.693183,1.098417,0.342819,-0.498836
2014-02-20 02:00:00,0.420862,-0.463558,-0.098948,0.138460,0.523490
2014-02-20 03:00:00,0.881596,2.270867,-0.952000,0.258230,0.698293
2014-02-20 04:00:00,0.081848,-0.397401,-1.011946,1.681284,0.940821
2014-02-20 05:00:00,-0.464193,-1.816346,0.450155,-0.685383,-0.696588
2014-02-20 06:00:00,0.575532,-0.230549,-0.119732,0.148811,-0.043046
2014-02-20 07:00:00,0.101926,0.272033,-1.371501,-0.967796,0.917087
2014-02-20 08:00:00,0.607597,-1.443004,-0.584894,1.259052,-0.064058
2014-02-20 09:00:00,0.893425,0.575956,0.655094,-1.431616,-0.508307
2014-02-20 10:00:00,1.304336,1.133141,1.899665,1.468940,-0.580797
2014-02-20 11:00:00,-1.086537,-0.084277,-0.675846,0.222725,-0.195119
2014-02-20 12:00:00,-0.120653,-0.522885,-0.197298,-1.554770,0.561636
2014-02-20 13:00:00,0.103576,1.402373,1.082402,0.101605,-1.767807
2014-02-20 14:00:00,0.222717,0.134461,-2.085950,-1.621551,0.950388
2014-02-20 15:00:00,0.899927,0.202747,0.548909,0.823569,0.562934
2014-02-20 16:00:00,0.037081,0.886302,-1.348574,0.303641,0.156852
2014-02-20 17:00:00,0.869429,1.195802,-0.151245,-1.146451,-0.738455
2014-02-20 18:00:00,-0.610406,0.535459,-1.502917,-0.028869,-0.399360
2014-02-20 19:00:00,1.837928,-0.173702,0.928433,0.074322,0.450085
2014-02-20 20:00:00,0.614461,1.374045,0.799122,-0.893233,-0.013069
2014-02-20 21:00:00,-0.376680,1.606694,-0.094861,1.431457,-1.053936
2014-02-20 22:00:00,-0.226312,-0.558975,-0.109852,-1.197308,-0.236002
2014-02-20 23:00:00,-0.128090,-0.554751,-1.383180,0.693027,0.219049
2014-02-21 00:00:00,-1.042775,1.225492,-0.299371,-1.162025,-0.243600
2014-02-21 01:00:00,-2.665429,0.650245,1.167632,0.828953,0.377079
2014-02-21 02:00:00,1.318359,-1.586412,0.800973,0.095423,0.470336
2014-02-21 03:00:00,-0.252464,-1.040251,-0.846577,-0.089920,-0.406801
2014-02-21 04:00:00,0.099207,-0.775181,0.178202,1.037023,-0.820035
2014-02-21 05:00:00,-1.287779,-0.824362,0.663289,-1.622144,0.667190
2014-02-21 06:00:00,-0.479751,0.040167,-0.541601,0.420708,-0.179885
2014-02-21 07:00:00,1.339372,2.615612,-0.552857,-0.193220,1.173741
2014-02-21 08:00:00,0.710349,-2.592584,-0.894222,-0.924059,-1.837201
2014-02-21 09:00:00,-3.016851,-1.576511,-1.453473,-0.653027,-1.369569
2014-02-21 10:00:00,1.792122,-0.119483,2.296782,-0.034782,0.194084
2014-02-21 11:00:00,-0.201862,-1.744913,0.390237,-1.004871,-0.609538
2014-02-21 12:00:00,0.314969,-0.611279,0.103050,-1.189281,1.073779
2014-02-21 13:00:00,-0.082612,1.609420,0.157501,1.050302,-1.121217
2014-02-21 14:00:00,2.109431,0.663171,-0.684711,-0.543303,0.261311
2014-02-21 15:00:00,0.410949,0.894723,0.664318,0.265839,0.402556
2014-02-21 16:00:00,0.733396,1.474728,-0.737689,0.728003,-1.830106
2014-02-21 17:00:00,0.056381,0.695525,-0.416816,-1.767875,-0.239200
2014-02-21 18:00:00,-1.443412,-2.195827,-0.893197,-0.610374,-0.474602
2014-02-21 19:00:00,0.554194,0.569838,-1.107486,0.632613,0.516284
2014-02-21 20:00:00,0.289370,-0.770317,1.177555,-0.710897,-0.297574
2014-02-21 21:00:00,1.096414,-0.508843,0.934793,-1.516198,2.208341
2014-02-21 22:00:00,-0.535440,-0.338478,1.446037,-1.426383,-0.826207
2014-02-21 23:00:00,-0.759576,-0.047687,-1.632017,-0.169076,0.511107
2014-02-22 00:00:00,-0.863706,1.044097,-1.602095,1.188799,0.256483
2014-02-22 01:00:00,-0.004607,1.006269,0.231663,0.649523,1.187443
2014-02-22 02:00:00,0.952270,0.147509,0.013891,-0.869208,1.696238
2014-02-22 03:00:00,0.743307,1.485542,-0.057805,0.005518,0.587365
2014-02-22 04:00:00,-0.598328,1.973565,-2.588045,1.021857,-0.572405
2014-02-22 05:00:00,0.386611,1.195798,-0.033522,-1.381855,-0.616899
2014-02-22 06:00:00,-0.457406,-0.339438,0.132766,-0.100369,0.704916
2014-02-22 07:00:00,-3.254298,-1.023377,-1.973365,2.656671,1.819002
2014-02-22 08:00:00,0.682433,1.571829,-0.525187,-1.233121,1.061403
2014-02-22 09:00:00,-1.044834,0.454091,-0.199795,0.829283,2.592894
2014-02-22 10:00:00,1.266352,-1.030545,-0.823917,1.723203,-2.453235
2014-02-22 11:00:00,0.550287,-1.591461,1.372218,-0.237835,-1.482766
2014-02-22 12:00:00,0.153740,1.140278,-0.717077,-0.265931,-0.684038
2014-02-22 13:00:00,0.229740,1.130632,-0.863073,-1.009677,-0.110382
2014-02-22 14:00:00,1.484167,-0.548644,-0.737459,-0.948749,1.483324
2014-02-22 15:00:00,0.906120,0.427256,-0.309739,-0.156131,-1.220418
2014-02-22 16:00:00,-0.975774,0.642403,2.088346,1.028873,1.631004
2014-02-22 17:00:00,0.247947,-0.785577,0.894904,0.234379,1.754299
2014-02-22 18:00:00,-0.431798,-0.757359,-1.470176,-0.528312,-0.324761
2014-02-22 19:00:00,-0.546677,1.582614,1.460037,0.069783,0.242233
2014-02-22 20:00:00,1.601647,0.038661,-1.082310,1.601000,2.043945
2014-02-22 21:00:00,-0.596629,-0.513610,-0.577290,1.402123,0.317765
2014-02-22 22:00:00,0.529499,-2.511680,1.303593,0.283262,-1.287725
2014-02-22 23:00:00,-1.709520,1.537133,1.462679,1.787537,-0.360756
2014-02-23 00:00:00,-0.090759,0.237753,1.378106,0.003603,0.992347
2014-02-23 01:00:00,0.826270,0.474100,-0.038392,0.855186,1.693505
2014-02-23 02:00:00,1.245167,-1.082115,-0.225257,-0.506213,0.542242
2014-02-23 03:00:00,-0.254918,0.630529,0.413762,-0.417613,-0.607178
2014-02-23 04:00:00,-0.497668,-1.115770,0.600822,-0.777380,1.509831
2014-02-23 05:00:00,-0.928171,-0.756526,-0.952074,0.322211,-0.904286
2014-02-23 06:00:00,0.397584,-0.986268,-0.523372,0.552157,1.152260
2014-02-23 07:00:00,-0.163309,-0.350652,0.461363,1.088027,1.157862
2014-02-23 08:00:00,-0.645932,-0.908134,2.342032,0.046287,0.289050
2014-02-23 09:00:00,0.567978,-1.413577,-1.222244,-0.140857,0.171808
2014-02-23 10:00:00,-1.813609,0.949849,1.426976,-1.427273,-1.479715
2014-02-23 11:00:00,2.397505,-1.667462,0.664399,1.369434,2.016513
2014-02-23 12:00:00,-0.177156,0.460416,-0.366208,0.988395,-0.075162
2014-02-23 13:00:00,0.718701,0.831295,-1.433900,0.803814,0.522534
2014-02-23 14:00:00,1.064158,0.406336,1.145157,0.988395,1.911431
2014-02-23 15:00:00,0.514908,-0.183099,1.402918,0.374721,0.778968
2014-02-23 16:00:00,0.158008,-1.591495,0.897683,-1.111928,-0.677741
2014-02-23 17:00:00,0.417745,-0.055067,0.282326,-1.122355,0.097172
2014-02-23 18:00:00,-1.360085,0.133347,-0.073635,-0.169004,1.062465
2014-02-23 19:00:00,-0.656086,0.532676,-1.822322,-0.156775,0.274816
2014-02-23 20:00:00,0.040170,-0.453108,1.985236,-0.152617,-0.485147
2014-02-23 21:00:00,0.995889,0.394072,-0.652133,-0.809499,1.016856
2014-02-23 22:00:00,-0.603061,-1.828120,0.248985,-0.017590,-0.740592
2014-02-23 23:00:00,-1.702836,-0.812655,-0.680584,-0.345466,0.159905
2014-02-24 00:00:00,0.251374,0.339100,-0.684128,-0.146054,-0.265423
2014-02-24 01:00:00,-0.919266,0.839904,-0.015735,-1.680265,0.139317
2014-02-24 02:00:00,1.043376,0.095468,-0.606385,0.077978,-0.566500
2014-02-24 03:00:00,0.278822,0.121935,-0.089512,1.133308,-1.218814
2014-02-24 04:00:00,0.682366,-0.622348,-0.543189,-0.071645,0.958282
2014-02-24 05:00:00,-0.138767,1.035588,1.444192,0.203747,0.536291
2014-02-24 06:00:00,-0.092139,1.679440,0.639316,-0.195999,-0.339868
2014-02-24 07:00:00,-0.798030,-0.254161,0.292549,1.588435,0.027505
2014-02-24 08:00:00,-1.028823,0.316615,1.908823,-1.740715,0.111525
2014-02-24 09:00:00,0.809265,-0.131589,-0.404048,-0.270074,-0.698698
2014-02-24 10:00:00,0.673946,-1.763752,1.346953,0.146125,-0.174856
2014-02-24 11:00:00,0.808751,0.631479,1.630618,-1.102860,-2.538151
2014-02-24 12:00:00,0.328532,-0.550375,-0.678873,0.035918,1.689403
2014-02-24 13:00:00,-1.197749,-0.621811,-1.109985,-0.673216,0.089242
2014-02-24 14:00:00,0.765458,1.338224,-0.706480,1.267573,1.014060
2014-02-24 15:00:00,0.525762,2.153654,0.292603,-0.216130,-0.857058
2014-02-24 16:00:00,-0.031455,-0.003319,-1.100782,-1.387421,0.266541
2014-02-24 17:00:00,0.809718,-0.149272,-1.129624,0.753116,-1.187349
2014-02-24 18:00:00,-0.495980,0.355548,0.858520,0.470796,-0.822277
2014-02-24 19:00:00,1.045959,1.536725,0.514871,-0.328464,-0.346302
2014-02-24 20:00:00,-0.451638,-0.059867,0.136553,0.890791,0.342417
2014-02-24 21:00:00,0.881275,-0.507027,0.281395,-0.501679,1.979342
2014-02-24 22:00:00,0.598613,-0.057169,-0.848703,-1.426498,-0.727770
2014-02-24 23:00:00,-0.571977,-0.969594,0.568765,-0.873928,-1.823414
2014-02-25 00:00:00,1.026352,-1.209918,1.223794,-1.275324,-1.557073
2014-02-25 01:00:00,-0.227124,-0.142792,-0.728423,-0.049723,-0.401450
2014-02-25 02:00:00,0.735400,-1.068879,-0.895186,0.498634,0.000523
2014-02-25 03:00:00,-2.414118,0.344530,0.342711,1.250883,-0.958821
2014-02-25 04:00:00,-1.910580,-1.871243,-0.730737,0.156938,-1.550415
2014-02-25 05:00:00,-0.704243,-0.774913,1.285197,-0.783202,-0.258541
2014-02-25 06:00:00,-0.101814,0.046103,0.424139,-1.135011,-0.733480
2014-02-25 07:00:00,-0.537402,-0.221321,-0.165634,-0.530208,0.239456
2014-02-25 08:00:00,-0.865679,-0.301455,-0.671811,-0.203568,-0.007453
2014-02-25 09:00:00,0.937008,0.789421,0.678258,-1.085801,-1.182470
2014-02-25 10:00:00,-0.119925,1.184918,-0.972496,1.072358,1.413135
2014-02-25 11:00:00,-1.732107,-1.939234,-0.603422,-0.629996,0.219128
2014-02-25 12:00:00,1.111952,-1.825582,-0.140586,0.348980,-0.306987
2014-02-25 13:00:00,-1.764379,1.283488,1.006105,1.909767,-0.028531
2014-02-25 14:00:00,0.809980,1.891683,0.924970,-0.004468,0.992334
2014-02-25 15:00:00,-0.061734,1.521778,-0.348120,-0.733495,0.191238
2014-02-25 16:00:00,0.898292,-1.306019,-0.632256,-0.782940,-0.361794
2014-02-25 17:00:00,0.664122,-0.655330,-0.884410,0.216499,1.379500
2014-02-25 18:00:00,0.447470,-0.954112,-0.207180,1.937291,-0.733719
2014-02-25 19:00:00,1.479639,-1.252096,-0.487609,-0.803417,-0.771907
2014-02-25 20:00:00,0.481204,0.037618,0.246850,0.474779,0.381060
2014-02-25 21:00:00,0.542382,-1.113075,-1.031396,0.846164,0.288602
2014-02-25 22:00:00,0.194632,0.163047,1.005100,-0.490522,-0.472434
2014-02-25 23:00:00,-0.539442,1.724113,-0.046061,-0.274478,0.186306
2014-02-26 00:00:00,0.608144,-0.851316,-0.643018,-1.234847,0.122149
2014-02-26 01:00:00,1.359891,0.695936,0.255717,-0.970102,-0.087178
2014-02-26 02:00:00,1.813404,1.027236,0.780115,0.332437,0.168503
2014-02-26 03:00:00,-0.140996,0.532742,0.306937,-0.300063,0.748286
2014-02-26 04:00:00,0.370695,-0.026769,0.909416,0.821792,-0.865636
2014-02-26 05:00:00,-0.181416,0.972839,-1.126691,0.041301,-0.234528
2014-02-26 06:00:00,-0.513631,1.698066,-2.845378,-0.262976,-0.645475
2014-02-26 07:00:00,0.782961,-0.545093,0.290266,1.238107,-0.477714
2014-02-26 08:00:00,1.844577,-1.043642,0.420451,1.321700,-0.565806
2014-02-26 09:00:00,0.511686,-0.511244,-1.821799,0.186791,-0.577940
2014-02-26 10:00:00,-0.386714,0.062916,-1.213296,-2.861605,-0.062517
2014-02-26 11:00:00,0.293456,1.156183,-0.045644,0.843556,1.640590
2014-02-26 12:00:00,0.222019,-0.406097,-0.296383,-0.981697,0.120130
2014-02-26 13:00:00,-0.172808,-0.654607,1.077681,0.070275,-1.942506
2014-02-26 14:00:00,-0.386280,1.046441,0.560631,0.397656,-0.059225
2014-02-26 15:00:00,0.808444,1.433213,0.870986,2.624887,-0.346234
2014-02-26 16:00:00,-0.850804,-0.830852,-0.687872,-0.519561,0.300416
2014-02-26 17:00:00,0.064004,-1.833375,-0.595464,0.760976,1.291701
2014-02-26 18:00:00,2.220629,-1.361214,0.999946,0.633216,1.403937
2014-02-26 19:00:00,-2.444354,0.515370,-0.790825,0.775103,0.182097
2014-02-26 20:00:00,-0.777275,0.036241,-1.777995,0.199987,0.402452
2014-02-26 21:00:00,-0.984885,0.395697,-1.117357,1.175034,-0.862789
2014-02-26 22:00:00,-0.481919,0.841049,0.518216,1.094602,-0.635770
2014-02-26 23:00:00,0.340993,1.312978,-0.547533,0.443805,0.063129
2014-02-27 00:00:00,1.111299,0.003981,2.520093,-0.214926,-0.766426
2014-02-27 01:00:00,-1.088211,1.760687,0.053355,-0.795976,-0.046679
2014-02-27 02:00:00,-0.941243,-0.761796,1.254635,-2.141282,0.566012
2014-02-27 03:00:00,0.777422,-0.602787,0.161349,1.597830,-0.777254
2014-02-27 04:00:00,-1.563524,0.355371,-0.317670,0.636556,0.632984
2014-02-27 05:00:00,-1.698840,1.929955,-1.659428,0.952872,-0.077866
2014-02-27 06:00:00,0.564840,-0.698722,-0.316695,-0.299779,-1.534946
2014-02-27 07:00:00,0.351914,0.800586,-0.226192,1.280295,-0.065804
2014-02-27 08:00:00,-0.765411,0.500211,-0.760847,0.460774,0.643719
2014-02-27 09:00:00,1.043381,0.245938,0.045421,-2.760583,0.326783
2014-02-27 10:00:00,0.898140,-1.724771,-0.251351,-0.595974,0.068685
2014-02-27 11:00:00,-0.559655,-1.025906,0.759590,1.085336,-1.836577
2014-02-27 12:00:00,-0.152176,-1.416020,-0.430488,0.533206,0.545419
2014-02-27 13:00:00,0.053451,-1.037886,-0.727594,0.700587,0.352624
2014-02-27 14:00:00,0.087140,0.079836,-1.961420,-0.643494,0.635208
2014-02-27 15:00:00,0.312795,0.185440,-0.571825,2.500565,0.511574
2014-02-27 16:00:00,0.902556,0.769222,-0.409435,-0.654769,-0.084737
2014-02-27 17:00:00,1.031881,-0.798771,0.633296,1.072294,-1.491289
2014-02-27 18:00:00,-0.469352,-1.073128,0.136345,0.325369,1.244225
2014-02-27 19:00:00,-0.085176,0.990448,0.794023,0.525987,0.354365
2014-02-27 20:00:00,-0.509057,0.147887,0.256848,-0.832659,1.209407
2014-02-27 21:00:00,0.187598,-1.239179,-0.672296,0.297293,0.450340
